tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2010-10-01,DKI1 (Bunderan HI),54,17,32,100,23,100,O3,SEDANG
2010-10-02,DKI1 (Bunderan HI),56,18,41,67,20,67,O3,SEDANG
2010-10-03,DKI1 (Bunderan HI),60,16,62,43,19,62,CO,SEDANG
2010-10-04,DKI1 (Bunderan HI),39,15,44,51,27,51,O3,SEDANG
2010-10-05,DKI1 (Bunderan HI),54,22,39,63,23,63,O3,SEDANG
2010-10-06,DKI1 (Bunderan HI),69,27,41,71,24,71,O3,SEDANG
2010-10-07,DKI1 (Bunderan HI),50,17,42,80,30,80,O3,SEDANG
2010-10-08,DKI1 (Bunderan HI),62,21,36,59,24,62,PM10,SEDANG
2010-10-09,DKI1 (Bunderan HI),53,16,44,62,21,62,O3,SEDANG
2010-10-10,DKI1 (Bunderan HI),41,19,23,55,14,55,O3,SEDANG
2010-10-11,DKI1 (Bunderan HI),46,21,28,111,24,111,O3,TIDAK SEHAT
2010-10-12,DKI1 (Bunderan HI),59,25,31,95,26,95,O3,SEDANG
2010-10-13,DKI1 (Bunderan HI),52,17,28,56,19,56,O3,SEDANG
2010-10-14,DKI1 (Bunderan HI),51,21,32,60,24,60,O3,SEDANG
2010-10-15,DKI1 (Bunderan HI),49,15,46,43,23,49,PM10,BAIK
2010-10-16,DKI1 (Bunderan HI),48,18,31,40,17,48,PM10,BAIK
2010-10-17,DKI1 (Bunderan HI),48,17,25,46,15,48,PM10,BAIK
2010-10-18,DKI1 (Bunderan HI),54,16,38,64,18,64,O3,SEDANG
2010-10-19,DKI1 (Bunderan HI),47,17,31,69,22,69,O3,SEDANG
2010-10-20,DKI1 (Bunderan HI),47,15,35,70,20,70,O3,SEDANG
2010-10-21,DKI1 (Bunderan HI),41,17,33,90,21,90,O3,SEDANG
2010-10-22,DKI1 (Bunderan HI),48,17,31,75,23,75,O3,SEDANG
2010-10-23,DKI1 (Bunderan HI),56,15,59,66,23,66,O3,SEDANG
2010-10-24,DKI1 (Bunderan HI),52,15,35,37,17,52,PM10,SEDANG
2010-10-25,DKI1 (Bunderan HI),43,18,38,58,23,58,O3,SEDANG
2010-10-26,DKI1 (Bunderan HI),37,15,48,32,18,48,CO,BAIK
2010-10-27,DKI1 (Bunderan HI),43,17,34,70,21,70,O3,SEDANG
2010-10-28,DKI1 (Bunderan HI),40,16,32,69,22,69,O3,SEDANG
2010-10-29,DKI1 (Bunderan HI),49,18,32,57,21,57,O3,SEDANG
2010-10-30,DKI1 (Bunderan HI),57,19,37,55,19,57,PM10,SEDANG
2010-10-31,DKI1 (Bunderan HI),39,12,30,36,14,39,PM10,BAIK
2010-10-01,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2010-10-02,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2010-10-03,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2010-10-04,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2010-10-05,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
